# Karaoke Propio — hand-checked song categories.
#
# The primary source of truth for categorisation, consulted before
# MusicBrainz: every song here was categorised by a person looking at it,
# and an online lookup is only asked about songs this file does not name.
#
# Columns are tab-separated. Artist and title are written the way the
# library stores them; matching folds case, accents, punctuation and a
# leading or trailing article, so "The Beatles" and "Beatles, The" are the
# same song. Several genres are separated by "|". Empty means "not known",
# never "none".
#
# Regenerate with: node scripts/export-category-reference.mjs <database.sqlite3>
# Corrections are welcome as ordinary pull requests against this file.
artist	title	genre	decade	voice	language
Donato & Stefano	Estoy Enamorado	Pop	90's	Duet|Male	Spanish
Donna Summer	Bad girls	Disco|Pop|Soul	70's	Female	English
Donna Summer	Could it be magic	Disco|Pop|Soul	70's	Female	English
Donna Summer	Hot stuff	Disco|Pop|Soul	70's	Female	English
Donna Summer	Last Dance	Disco|Pop|Soul	70's	Female	English
Donna Summer	MacArthur Park	Disco|Pop|Soul	70's	Female	English
Donna Summer	On the radio	Disco|Pop|Soul	70's	Female	English
Donna Summer	She works hard for the money	Disco|Pop|Soul	80's	Female	English
Doobie Brothers, The	Listen To The Music	Pop|Rock	70's	Group	English
Doobie Brothers, The	Long Train Runnin'	Pop|Rock	70's	Group	English
Doors	L.A. Woman	Pop|Rock	70's	Group	English
Doors	Riders On The Storm	Pop|Rock	70's	Group	English
Doors	Roadhouse Blues	Pop|Rock	70's	Group	English
Duncan Dhu	En Algun Lugar	Pop|Rock	80's	Group	Spanish
Duncan Dhu	Un Minuto De Ti, A	Pop|Rock	90's	Group|Male	Spanish
Dyango	Adiós amor, adiós	Ballad	2020's|80's	Male	Spanish
Dyango	Corazón mágico	Ballad	80's	Male	Spanish
Dyango	Cuando Quieras Dónde Quieras	Ballad	80's	Male	Spanish
Dyango	Nostalgias	Ballad	80's	Male	Spanish
Dyango	Por Volverte a Ver	Ballad	80's	Male	Spanish
Dyango	Querer y Perder	Ballad	80's	Male	Spanish
Dyango	dónde vas amor, A	Ballad	80's	Male	Spanish
Eagles, The	Desperado	Pop|Rock	70's	Group	English
Eagles, The	Hotel California	Pop|Rock	70's	Group	English
Eagles, The	I can't tell you why	Pop|Rock	70's	Group	English
Eagles, The	Love will keep us alive	Pop|Rock	90's	Group	English
Eagles, The	New kid in town	Pop|Rock	70's	Group	English
Eagles, The	Peaceful Easy Feeling	Pop|Rock	70's	Group	English
Eagles, The	Take it easy	Pop|Rock	70's	Group	English
Eagles, The	Tequila Sunrise	Pop|Rock	70's	Group	English
Eagles, The	girl from yesterday, The	Pop|Rock	90's	Group	English
Eartha Kitt	Santa Baby	Jazz	50's	Female	English
Eddy Lover	Amor del Bueno	Reggaeton	2000's|2010's	Male	Spanish
Ednita Nazario	Lo que son las cosas	Ballad|Pop	2000's|90's	Female	Spanish
El Chili	Loco por Volverte a Ver	Cumbia	2000's	Male	Spanish
El General	Rica y apretadita	Reggae	90's	Male	Spanish
Ella May Saison	Till My Heartaches End	Ballad|Pop|Soul	2000's	Female	English
Elton John	Bennie And The Jets	Pop|Rock	70's	Male	English
Elton John	Can you feel the love tonight	Pop|Rock	90's	Male	English
Elton John	Daniel	Pop|Rock	70's	Male	English
Elton John	Goodbye yellow brick road	Pop|Rock	70's	Male	English
Elton John	I guess that's why they call it the Blues	Pop|Rock	80's	Male	English
Elton John	Sacrifice	Pop|Rock	80's	Male	English
Elton John	Sorry seems to be the hardest word	Pop|Rock	70's	Male	English
Elton John	Tiny Dancer	Pop|Rock	70's	Male	English
Elton John	Your Song	Pop|Rock	70's	Male	English
Elvis Presley	Can't help falling in love	Country|Pop|Rock	60's	Male	English
Emmanuel	Ahora Me Voy	Ballad|Pop	80's	Male	Spanish
Emmanuel	Amiga mía	Ballad|Pop	80's	Male	Spanish
Emmanuel	El día que puedas	Ballad|Pop	80's	Male	Spanish
Emmanuel	Esta Triste Guitarra	Ballad|Pop	80's	Male	Spanish
Emmanuel	Este Terco Corazón	Ballad|Pop	80's	Male	Spanish
Emmanuel	Insoportablemente Bella	Ballad|Pop	80's	Male	Spanish
Emmanuel	Pobre Diablo	Ballad|Pop	80's	Male	Spanish
Emmanuel	Quiero Dormir Cansado	Ballad|Pop	80's	Male	Spanish
Emmanuel	Tengo Mucho que Aprender de Ti	Ballad|Pop	80's	Male	Spanish
Emmanuel	Todo se Derrumbo Dentro de mi	Ballad	80's	Male	Spanish
Emmanuel	Tú y yo	Ballad|Pop	80's	Male	Spanish
Enrique Iglesias	Bailando	Pop	2010's	Male	Spanish
Enrique Iglesias	Hero	Pop	2000's	Male	English
Enrique Iglesias	Nunca te olvidaré	Pop	2010's	Male	Spanish
Enrique Iglesias & Marco Antonio Solís	El Perdedor	Pop	2010's	Duet|Male	Spanish
Enrique Iglesias ft. Ludacris	Tonight (I'm Loving You)	Pop	2010's	Duet	English
Eric Clapton	Wonderful Tonight	Blues|Rock	70's	Male	English
Etta James	I'd Rather Go Blind	Blues|Jazz|Soul	60's	Female	English
Eva Ayllon	Esta es mi tierra	Peruvian Waltz		Female	Spanish
Eva Ayllon	Jarana criolla	Peruvian Waltz		Female	Spanish
Eva Ayllon	Mal paso	Peruvian Waltz		Female	Spanish
Eva Ayllon	Mi propiedad privada	Peruvian Waltz		Female	Spanish
Eva Ayllon	Regresa	Peruvian Waltz		Female	Spanish
Eva Ayllon	Ritmo, sabor y color	Peruvian Waltz		Female	Spanish
Evanescence	My Immortal	Metal|Rock	2000's	Female|Group	English
Faith Hill	There You'll Be	Ballad|Country|Pop	2000's	Female	English
Fernando de Madariaga	Adiós, hoy sobran las palabras	Ballad	70's	Male	Spanish
Fernando de Madariaga	Un Amor sin Mañana	Ballad	70's	Male	Spanish
Fernando de Madariaga	Una Sonrisa, una Lágrima	Ballad	70's	Male	Spanish
Fito Páez	Dar Es Dar	Pop|Rock	2000's|90's	Male	Spanish
Fito Páez	El amor después del amor	Rock	90's	Male	Spanish
Flavio César	En Cada Canción	Ballad|Pop	90's	Male	Spanish
Fleetwood Mac	Dreams	Pop|Rock	70's	Group	English
Fleetwood Mac	Go your own way	Pop|Rock	70's	Group	English
Fleetwood Mac	Gold dust woman	Pop|Rock	70's	Group	English
Fleetwood Mac	Landslide	Pop|Rock	70's	Group	English
Fleetwood Mac	Rhiannon	Pop|Rock	70's	Group	English
Fleetwood Mac	Silver Springs	Pop|Rock	70's	Group	English
Fleetwood Mac	You make loving fun	Pop|Rock	70's	Group	English
Fleetwood Mac	chain, The	Pop|Rock	70's	Group	English
Foreigner	I Want To Know What Love Is	Pop|Rock	80's	Group	English
Frances Ruffelle	On My Own (de Los Miserables)		80's	Female	English
Franco De Vita	No Basta	Ballad|Pop	80's	Male	Spanish
Franco De Vita	Solo importas tú	Ballad|Pop	80's	Male	Spanish
Franco De Vita	Te Veo Venir Soledad	Ballad|Pop	80's	Male	Spanish
Franco De Vita	Un Buen Perdedor	Ballad|Pop	80's|90's	Male	Spanish
Franco De Vita & Alejandra Guzmán	Tan Solo Tú	Ballad|Pop	2010's	Duet	Spanish
Frank Sinatra	My Way	Jazz|Pop	60's	Male	English
Frank Sinatra	New York, New York	Jazz|Pop	80's	Male	English
Free	All Right Now	Rock	70's	Group	English
Fugees ft. Lauryn Hill	Killing Me Softly With His Song		90's	Duet	English
Fórmula V	Cuentame	Pop|Rock	60's	Group|Male	Spanish
Fórmula V	Eva Maria	Pop	70's|80's	Group|Male	Spanish
G.I.T.	Siempre Fuiste mi Amor	Rock	2000's|80's	Group|Male	Spanish
George Harrison	My Sweet Lord	Folk|Rock	70's	Male	English
George Thorogood	Bad To The Bone	Blues|Rock	80's	Male	English
Geraldo	La Tristeza de mi Mujer	Ballad	70's	Male	Spanish
Gianluca Grignani	Mi Historia Entre tus Dedos	Pop|Rock	90's	Male	Spanish
Gianmarco	Cuéntame	Pop	2000's|2010's	Male	Spanish
Gianmarco	Hasta que Vuelvas Conmigo	Pop	2000's	Male	Spanish
Gianmarco	No puedo amarte	Pop	2000's	Male	Spanish
Gianmarco	Resucitar	Pop	2000's	Male	Spanish
Gianmarco	Si me tenías	Pop	2000's	Male	Spanish
Gianmarco	Tengo Ganas	Pop	2000's	Male	Spanish
Gianmarco	Una Canción de Amor	Pop	2000's	Male	Spanish
Gianmarco	Vida de mi Vida	Pop	2000's	Male	Spanish
Gianni Bella	Si de amor ya no se muere	Pop	70's	Male	Spanish
Gloria Estefan	Anything for you	Pop|Rock	80's	Female	English
Gloria Estefan	Como duele perderte	Ballad|Bolero|Pop|Rock	2000's	Female	Spanish
Gloria Estefan	Con los años que me quedan	Ballad|Bolero|Pop	90's	Female	Spanish
Gloria Estefan	Conga	Pop|Rock	80's	Female	English
Gloria Estefan	Hoy	Bolero|Folk|Pop	2000's	Female	Spanish
Gloria Estefan	No te olvidare	Ballad|Bolero|Pop|Rock	90's	Female	Spanish
Gloria Estefan	Si voy a Perderte	Ballad|Bolero|Pop|Rock	80's|90's	Female	Spanish
Gloria Estefan	Words get in the way	Pop|Rock	80's	Female	English
Gonzalo	Quién piensa en ti	Ballad|Pop	80's	Male	Spanish
Gordon Lightfoot	If you could read my mind	Country|Folk|Rock	70's	Male	English
Gordon Lightfoot	Sundown	Country|Folk|Rock	70's	Male	English
Grupo Mayonesa	Mayonesa	Cumbia|Pop	2000's	Male	Spanish
Guillermo Dávila	Barco a la Deriva	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Cada Cosa en Su Lugar	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Cantare Para Ti	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Cuando se Acaba el Amor	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Déjate Amar	Ballad|Pop		Male	Spanish
Guillermo Dávila	Llevo Perfume a Ti	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Sin Pensarlo Dos Veces	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Solo Pienso en Ti	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Tesoro Mío	Ballad|Pop	80's	Male	Spanish
Guillermo Dávila	Ves Como Es	Ballad|Pop	80's	Male	Spanish
Guns N' Roses	Knockin' on Heaven's Door	Metal|Rock	90's	Group	English
Guns N' Roses	November Rain	Metal|Rock	90's	Group	English
Guns N' Roses	Patience	Metal|Rock	80's	Group	English
Guns N' Roses	Sweet Child O' Mine	Metal|Rock	80's	Group	English
Guns N' Roses	Welcome to the Jungle	Metal|Rock	80's	Group	English
Ha Ash	Hoy te dejo en libertad	Ballad|Pop|Rock	2010's	Duet|Group	Spanish
Ha Ash	Que hago yo	Ballad|Pop|Rock	2000's	Duet|Group	Spanish
Ha Ash	Te Dejo En libertad	Ballad|Pop	2010's	Duet	Spanish
Harry Chapin	Cat's In The Cradle	Folk	70's	Male	English
Heart	Barracuda	Pop|Rock	70's	Group	English
Heleno	La chica de la boutique	Ballad	70's|90's	Male	Spanish
Heleno	No son palabritas	Ballad	70's	Male	Spanish
High School Musical	Breaking Free	Pop	2000's	Duet	English
Hollies, The	Air That I Breathe	Pop|Rock	70's	Group	English
Hollies, The	Long Cool Woman in a Black Dress	Pop|Rock	70's	Group	English
Hombres G	Te Quiero	Pop|Rock	80's	Group|Male	Spanish
Hombres G	Temblando	Pop|Rock	80's	Group|Male	Spanish
Homero	Tu propia telaraña	Ballad	70's	Male	Spanish
Homero	Un pañuelo y una flor	Ballad	70's	Male	Spanish
Hoobastank	Reason, The	Pop|Rock	2000's	Group	English
Hugh Jackman & Ziv Zaifman & Michelle Williams	Million Dreams from ‘The Greatest Showman’, A		2010's	Duet	English
Il Divo	Regresa a mí	Classical	2000's	Group|Male	Spanish
Isabel Pantoja	Asi fue	Ballad|Copla	80's	Female	Spanish
Isabel Pantoja	Era mi vida el	Ballad|Copla	80's	Female	Spanish
Isabel Pantoja	Hoy Quiero Confesarme	Ballad|Copla	80's	Female	Spanish
James Brown	I Feel Good	Blues|Soul	60's	Male	English
James Taylor	Don't Let Me Be Lonely Tonight	Country|Pop|Rock	70's	Male	English
James Taylor	Fire and Rain	Country|Pop|Rock	70's	Male	English
Janis Joplin	Cry, Cry, Baby	Blues|Rock|Soul	70's	Female	English
Janis Joplin	Me And Bobby McGee	Blues|Rock|Soul	70's	Female	English
Javier Solís	El Peor de mis Fracasos	Bolero|Ranchera	60's	Male	Spanish
Javier Solís	Mi Eterno Amor Secreto	Ballad|Bolero	60's	Male	Spanish
Javier Solís	Más que tu Amigo	Ballad	90's	Male	Spanish
Javier Solís	Si No te Hubieras Ido	Bolero|Ranchera	60's	Male	Spanish
Javier Solís	Sigue sin mi	Bolero|Ranchera	60's	Male	Spanish
Jeanette	Daria cualquier cosa	Ballad|Pop	90's	Female	Spanish
Jeanette	El muchacho de los ojos tristes	Ballad|Pop	80's	Female	Spanish
Jeanette	Porque te vas	Ballad|Pop	70's	Female	Spanish
Jeanette	Soy Rebelde	Ballad|Pop	70's	Female	Spanish
Jeanette	Toda la noche oliendo a ti	Ballad|Pop	80's	Female	Spanish
Jennifer Peña	El Dolor De Tu Presencia	Ballad|Pop	2000's	Female	Spanish
Jerry Rivera	Amores como el nuestro	Salsa	90's	Male	Spanish
Jesse & Joy	Corre	Ballad|Pop	2010's	Duet	Spanish
Jesse & Joy	Donde esta el Amor	Pop	2010's	Duet	Spanish
Jesse & Joy	La De La Mala Suerte	Ballad|Pop	2010's	Duet	Spanish
Jesse & Joy	Llegaste tú	Pop	2000's	Duet	Spanish
Jethro Tull	Aqualung	Rock	70's	Group	English
Jim Croce	Bad Bad Leroy Brown	Folk	70's	Male	English
Jim Croce	Time In A Bottle	Folk	70's	Male	English
Jim Croce	You Don't Mess Around With Jim	Folk	70's	Male	English
Joan Jett & The Blackhearts	Crimson And Clover	Rock	80's	Female	English
Joe Cocker	With a Little Help from My Friends	Pop|Rock	60's	Male	English
Joe Cocker	You Are So Beautiful	Pop|Rock	70's	Male	English
John Fogerty	Jambalaya (On the Bayou)	Blues|Folk|Rock	70's	Male	English
John Lennon	Beautiful Boy (Darling Boy)	Pop|Rock	80's	Male	English
John Lennon	Imagine	Pop|Rock	70's	Male	English
John Lennon	Instant Karma! (We All Shine On)	Pop|Rock	70's	Male	English
John Lennon	Jealous Guy	Pop|Rock	70's	Male	English
John Lennon	Mother	Pop|Rock	70's	Male	English
John Lennon	Stand by me	Pop|Rock	70's	Male	English
John Lennon	Woman	Pop|Rock	80's	Male	English
Jose Feliciano	Ahora si Quiero Amar	Ballad|Bolero|Pop	70's|80's	Male	Spanish
Jose Feliciano	Cuando pienso en ti	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	Hay cariño	Bolero	70's	Male	Spanish
Jose Feliciano	La Cárcel de Sing Sing	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	La copa rota	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	Love comes from the most unexpected places	Pop		Male	English
Jose Feliciano	Me has echado al olvido	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	Mi Eterno Amor	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	Once there was a love	Pop	70's	Male	English
Jose Feliciano	Por Ella	Ballad|Bolero	70's	Male	Spanish
Jose Feliciano	Qué voy a hacer sin ti	Ballad|Bolero	70's	Male	Spanish
José José	40 y 20	Ballad|Pop	2010's|70's	Male	Spanish
José José	Almohada	Ballad	70's	Male	Spanish
José José	Amnesia	Ballad	70's	Male	Spanish
José José	Amor Amor	Ballad|Pop	70's|90's	Male	Spanish
José José	Aun Estoy de Pie	Ballad|Pop	70's|90's	Male	Spanish
José José	Buenos días, amor	Ballad|Pop	2010's|70's	Male	Spanish
José José	Como Le Haces	Ballad	70's	Male	Spanish
José José	Como tu	Ballad	70's	Male	Spanish
José José	Cuando Vayas Conmigo	Ballad	70's	Male	Spanish
José José	Desesperado	Ballad	70's	Male	Spanish
José José	El Amor Acaba	Ballad	70's	Male	Spanish
José José	El triste	Ballad|Pop	70's	Male	Spanish
José José	Entre ella y tú	Ballad	70's	Male	Spanish
José José	Esa, A	Ballad|Pop	70's	Male	Spanish
José José	Eso no más	Ballad	70's	Male	Spanish
José José	Gavilán o paloma	Ballad	70's	Male	Spanish
José José	He renunciado a ti	Ballad	70's	Male	Spanish
José José	Insaciable Amante	Ballad	70's	Male	Spanish
José José	La Nave del Olvidó	Ballad	70's	Male	Spanish
José José	Llora Corazón	Ballad	70's	Male	Spanish
José José	Lo Dudo	Ballad	70's	Male	Spanish
José José	Lo pasado pasado	Ballad	70's	Male	Spanish
José José	Lo que No Fue No Será	Ballad	70's	Male	Spanish
José José	Lo que Quedo de mi	Ballad	70's	Male	Spanish
José José	Lo que un día fue no será	Ballad	70's	Male	Spanish
José José	Lágrimas	Ballad	70's	Male	Spanish
José José	Mañana si	Ballad	70's	Male	Spanish
José José	Me Basta	Ballad	70's	Male	Spanish
José José	Me Olvide de Olvidar	Ballad	70's	Male	Spanish
José José	Me vas a echar de menos	Ballad	70's	Male	Spanish
José José	Mi Vida	Ballad	70's	Male	Spanish
José José	Mi niña	Ballad	70's	Male	Spanish
José José	Mientras Llueve	Ballad	70's	Male	Spanish
José José	Mujeriego	Ballad	70's	Male	Spanish
José José	No Me Digas que te Vas	Ballad	70's	Male	Spanish
José José	No Valio la Pena	Ballad	70's	Male	Spanish
José José	O tú o yo	Ballad	70's	Male	Spanish
José José	Payaso	Ballad	70's	Male	Spanish
José José	Pero Me Hiciste Tuyo	Ballad	70's	Male	Spanish
José José	Piel de azúcar	Ballad	70's	Male	Spanish
José José	Preso	Ballad	70's	Male	Spanish
José José	Quiero Morir en tu Piel	Ballad	70's	Male	Spanish
José José	Quiero Perderme Contigo	Ballad	70's	Male	Spanish
José José	Salúdamela mucho	Ballad	70's	Male	Spanish
José José	Será	Ballad	70's	Male	Spanish
José José	Seré	Ballad	70's	Male	Spanish
José José	Si me dejas ahora	Ballad	70's	Male	Spanish
José José	Solo yo seguiré siendo tuyo	Ballad	70's	Male	Spanish
José José	Soy Asi	Ballad	70's	Male	Spanish
José José	Te Quiero Tal Como Eres	Ballad	70's	Male	Spanish
José José	Te Voy a Estrenar	Ballad	70's	Male	Spanish
José José	Te quiero así	Ballad	70's	Male	Spanish
José José	Tu Primera Vez	Ballad	70's	Male	Spanish
José José	Tus Ojos	Ballad	70's	Male	Spanish
José José	Tú me estás volviendo loco	Ballad	70's	Male	Spanish
José José	Una Noche de Amor	Ballad	70's	Male	Spanish
José José	Vamos a darnos tiempo	Ballad	70's	Male	Spanish
José José	Volcán	Ballad	70's	Male	Spanish
José José	Voy a Apagar la Luz	Ballad	70's	Male	Spanish
José José	Voy a Llenarte Toda	Ballad	70's	Male	Spanish
José José	Y que	Ballad	70's	Male	Spanish
José José & José Feliciano	Por Ella	Ballad|Pop	2000's|80's	Duet	Spanish
José Luis Perales	Dime	Ballad|Jazz	80's	Male	Spanish
José Luis Perales	Qué pasará mañana	Ballad	80's	Male	Spanish
José Luis Perales	Y cómo es él	Ballad	80's	Male	Spanish
José Luis Perales	Y tú te vas	Ballad	80's	Male	Spanish
José Luis Rodriguez	Amante eterna, amante mia	Ballad|Pop	2000's|80's	Male	Spanish
José Luis Rodriguez	Culpable Soy yo	Ballad	80's	Male	Spanish
José Luis Rodriguez	Dueño de Nada	Ballad	80's	Male	Spanish
José Luis Rodriguez	Dulcemente Amargo	Ballad	80's	Male	Spanish
José Luis Rodriguez	Este Amor Es un Sueño de Locos	Ballad	80's	Male	Spanish
José Luis Rodriguez	Me vas a echar de menos	Ballad	80's	Male	Spanish
José Luis Rodriguez	Pareces Feliz	Ballad	80's	Male	Spanish
José Luis Rodriguez	Silencio	Ballad	80's	Male	Spanish
José Luis Rodriguez	Te Propongo	Ballad	80's	Male	Spanish
José Luis Rodriguez	Voy a Conquistarte	Ballad	80's	Male	Spanish
José Luis Rodriguez	Voy a Perder la Cabeza	Ballad	80's	Male	Spanish
Juan Bau	Acaríciame	Ballad	2010's|70's	Male	Spanish
Juan Bau	Dama del amanecer	Ballad	70's	Male	Spanish
Juan Bau	Devuélveme el amor	Ballad	70's	Male	Spanish
Juan Bau	Penas	Ballad	70's	Male	Spanish
Juan Camacho	Ti Mujer, A	Ballad	70's	Male	Spanish
Juan Gabriel	Abrazame muy fuerte	Ballad|Pop|Ranchera	80's	Male	Spanish
Juan Gabriel	Amor eterno	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	No tengo dinero	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Por que me haces llorar	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Querida	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Se me olvido otra vez	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Siempre estoy pensando en ti	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Te Voy a Olvidar	Ballad|Ranchera	80's	Male	Spanish
Juan Gabriel	Yo No Naci Para Amar	Ballad|Ranchera	80's	Male	Spanish
Juanes	Fotografía	Pop|Rock	2000's	Male	Spanish
Julio Iglesias	Cuando Vuelva a tu Lado	Ballad	70's	Male	Spanish
Julio Iglesias	De Niña a Mujer	Ballad	70's	Male	Spanish
Julio Iglesias	El Amor	Ballad	70's	Male	Spanish
Julio Iglesias	Gwendolyne	Ballad	70's	Male	Spanish
Julio Iglesias	Hey	Ballad	70's	Male	Spanish
Julio Iglesias	La Vida Sigue Igual	Ballad	70's	Male	Spanish
Julio Iglesias	O Me Quieres o Me Dejas	Ballad	70's	Male	Spanish
Julio Iglesias	Por el Amor de una Mujer	Ballad	70's	Male	Spanish
Julio Iglesias	Quijote	Ballad	70's	Male	Spanish
Junior	Insoportablemente Bella	Ballad	70's	Male	Spanish
Junior	Perdóname	Ballad	70's	Male	Spanish
Junior	Procuro Olvidarte	Ballad	70's	Male	Spanish
Junior	Si no te amase	Ballad	70's	Male	Spanish
Justin Bieber	That should be me	Pop|Soul	2010's	Male	English
KISS	Detroit Rock City	Metal|Pop|Rock	70's	Group	English
KISS	Hard Luck Woman	Metal|Pop|Rock	70's	Group	English
KISS	Love Gun	Metal|Pop|Rock	70's	Group	English
KISS	Rock and Roll All Nite	Metal|Pop|Rock	70's	Group	English
Kali Uchis	All I Can Say	Pop|Soul	2020's	Female	English
Kali Uchis	Loner	Pop|Soul	2010's	Female	English
Kali Uchis	Melting	Pop|Soul	2010's	Female	English
Kali Uchis	Moonlight	Pop|Soul	2020's	Female	English
Kali Uchis & Tyler, The Creator	See You Again	Pop|Soul	2010's	Duet	English
Kali Uchis ft. Daniel Caesar	Get You	Pop|Soul	2010's	Duet	English
Kansas	Dust in the Wind	Rock	70's	Group	English
Karina	Bandido	Ballad|Pop	80's	Female	Spanish
Karina	Bombon asesino	Cumbia|Pop	2000's	Female	Spanish
Karina	Diganle	Ballad|Pop	2010's|80's	Female	Spanish
Karina	Haste el fin del mundo	Ballad|Pop	80's	Female	Spanish
Karol G	Si antes te hubiera conocido	Merengue|Reggaeton	2020's	Female	Spanish
La Joven Guardia	El extraño de pelo largo	Pop|Rock	2000's|60's	Group|Male	Spanish
Lady Gaga	Always Remember Us This Way	Pop	2010's	Female	English
Lady Gaga	I'll Never Love Again	Ballad|Pop	2010's	Female	English
Lady Gaga & Bradley Cooper	Shallow	Pop	2010's	Duet	English
Las Ketchup	Asereje	Pop	2000's	Female|Group	Spanish
Laura Flores & Sergio Fachelli	Lo Que Me Tiene Aquí	Ballad|Pop	80's	Duet	Spanish
Laura Pausini	It's not goodbye	Ballad|Pop	2000's	Female	English
Laura Pausini	La solitudine	Ballad|Pop	90's	Female	Italian
Laura Pausini	Strani amori	Ballad|Pop	90's	Female	Italian
Lauryn Hill	Killing Me Softly With His Song	Ballad|Pop|R&B|Soul	90's	Female	English
Led Zeppelin	Black dog	Metal|Rock	70's	Group	English
Led Zeppelin	Immigrant Song	Metal|Rock	70's	Group	English
Led Zeppelin	Kashmir	Metal|Rock	70's	Group	English
Led Zeppelin	Rock and Roll	Metal|Rock	70's	Group	English
Led Zeppelin	Since I've been loving you	Metal|Rock	70's	Group	English
Led Zeppelin	Stairway to heaven	Metal|Rock	70's	Group	English
Led Zeppelin	When the levee breaks	Metal|Rock	70's	Group	English
Led Zeppelin	Whole lotta love	Metal|Rock	60's	Group	English
Leo Dan	Siempre Estoy Pensando en Ella	Ballad	60's	Male	Spanish
Leo Dan	Una Vieja Canción de Amor	Ballad	60's	Male	Spanish
Leonardo Favio	Din Dong Din Dong	Ballad	60's	Male	Spanish
Leonardo Favio	Ding Dong (Ding Dong Estas cosas del amor)	Ballad|Pop	2000's|70's	Male	Spanish
Leonardo Favio	Ella Ya Me Olvidó	Ballad	60's	Male	Spanish
Leonardo Favio	Fuiste Mía un Verano	Ballad	60's	Male	Spanish
Leonardo Favio	La Foto de Carnet	Ballad	60's	Male	Spanish
Leonardo Favio	La Rubia del Cabaret	Ballad	60's	Male	Spanish
Leonardo Favio	Mi amante niña, mi compañera	Ballad	60's	Male	Spanish
Leonardo Favio	Ni el Clavel Ni la Rosa	Ballad	60's	Male	Spanish
Leonardo Favio	Quiero Aprender de Memoria	Ballad	60's	Male	Spanish
Living Colour	Cult Of Personality	Pop|Rock	80's	Group	English
Lorenzo Antonio	Doce Rosas	Ballad|Pop	80's	Male	Spanish
Lorenzo Santamaría	Para que No Me Olvides	Ballad	70's	Male	Spanish
Los Diablos	Un rayo de sol	Pop	2000's|70's	Group|Male	Spanish
Los Enanitos Verdes	El Che y los Rolling Stones	Rock	80's	Group|Male	Spanish
Los Enanitos Verdes	El extraño de pelo largo	Pop|Rock	80's	Group|Male	Spanish
Los Enanitos Verdes	La Muralla Verde	Rock	80's	Group|Male	Spanish
Los Enanitos Verdes	Lamento Boliviano	Rock	80's	Group|Male	Spanish
Los Enanitos Verdes	Te Vi en un Tren	Rock	80's	Group|Male	Spanish
Los Morochucos	El Plebeyo	Peruvian Waltz	2000's	Group	
Los Morochucos	Hermelinda	Peruvian Waltz	2010's	Group	
Los Náufragos	Despeinada	Pop	60's	Group|Male	Spanish
Los Panchos	Ansiedad	Bolero	50's	Group|Male	Spanish
Los Panchos	Historia de un Amor	Bolero	50's	Group|Male	Spanish
Los Panchos	Rayito de Luna	Bolero	50's	Group|Male	Spanish
Los Panchos	Sabor a mi	Bolero	50's	Group|Male	Spanish
Los Panchos	Sin Ti	Bolero	50's	Group|Male	Spanish
Los Panchos	Triunfamos	Bolero	50's	Group|Male	Spanish
Los Prisioneros	El Baile de los que Sobran	Rock	80's	Group|Male	Spanish
Los Prisioneros	Sexo	Rock	80's	Group|Male	Spanish
Los abuelos de la nada	Mil horas	Rock	80's	Group|Male	Spanish
Los del Río	Macarena	Flamenco|Pop	90's	Group|Male	Spanish
Lou Reed	Walk on the Wild Side	Pop|Rock	70's	Male	English
Low Rider	War	Soul	70's	Group	English
Lucero	Electricidad	Pop|Rock	90's	Female|Group	Spanish
Lucero	Sobrevivire	Ballad|Pop|Rock	2000's|90's	Female|Group	Spanish
Lucero	Tacticas de guerra	Ballad|Pop|Rock	90's	Female|Group	Spanish
Lucero	Veleta	Ballad|Pop|Rock	90's	Female|Group	Spanish
Lucero	Volvere	Ballad|Pop|Rock	90's	Female|Group	Spanish
Luis Fonsi	Aqui Estoy yo	Pop	2000's	Male	Spanish
Luis Fonsi	Aunque Estés Con el	Pop	2000's	Male	Spanish
Luis Fonsi	El anillo y la flor	Pop	2000's	Male	Spanish
Luis Fonsi	No Me Doy por Vencido	Pop	2000's	Male	Spanish
Luis Fonsi	Que Quieres de mi	Pop	2000's	Male	Spanish
Luis Fonsi	Se Supone	Pop	2000's	Male	Spanish
Luis Fonsi	Viviendo el Ayer	Pop	2000's	Male	Spanish
Luis Fonsi & Demi Lovato	Échame la Culpa	Pop	2010's	Duet|Mixed	Spanish
